Season,TeamName,ConferenceName,ConfAbbrev
1987,Bucknell,East Coast Conference,ecc
1987,Butler,Midwestern Collegiate Conference,mw_coll
1987,BYU,Western Athletic Conference,wac
1987,C Michigan,Mid-American Conference,mac
1987,California,Pacific-10 Conference,pac_ten
1987,Campbell,Big South Conference,big_south
1987,Canisius,Eastern Collegiate Athletic Conference North,ecacn
1987,Centenary,Atlantic Sun Conference,a_sun
1987,Central Conn,Independent,ind
1987,Charleston So,Big South Conference,big_south
1987,Charlotte,Sun Belt Conference,sun_belt
1987,Chattanooga,Southern Conference,southern
1987,Chicago St,Independent,ind
1987,Cincinnati,Metropolitan Collegiate Athletic Conference,metro
1987,Citadel,Southern Conference,southern
1987,Clemson,Atlantic Coast Conference,acc
1987,Cleveland St,Mid-Continent Conference,mid_cont
1987,Coastal Car,Big South Conference,big_south
1987,Colgate,Eastern Collegiate Athletic Conference North,ecacn
1987,Colorado,Big Eight Conference,big_eight
1987,Colorado St,Western Athletic Conference,wac
1987,Columbia,Ivy League,ivy
1987,Connecticut,Big East Conference,big_east
1987,Coppin St,Mid-Eastern Athletic Conference,meac
1987,Cornell,Ivy League,ivy
1987,Creighton,Missouri Valley Conference,mvc
1987,CS Fullerton,Pacific Coast Athletic Association,pcaa
1987,Dartmouth,Ivy League,ivy
1987,Davidson,Southern Conference,southern
1987,Dayton,Independent,ind
1987,Delaware,East Coast Conference,ecc
1987,Delaware St,Mid-Eastern Athletic Conference,meac
1987,DePaul,Independent,ind
1987,Detroit,Midwestern Collegiate Conference,mw_coll
1987,Drake,Missouri Valley Conference,mvc
1987,Drexel,East Coast Conference,ecc
1987,Duke,Atlantic Coast Conference,acc
1987,Duquesne,Atlantic 10 Conference,a_ten
1987,E Illinois,Mid-Continent Conference,mid_cont
1987,E Kentucky,Ohio Valley Conference,ovc
1987,E Michigan,Mid-American Conference,mac
1987,E Washington,Independent,ind
1987,East Carolina,Coastal Athletic Association,caa
1987,ETSU,Southern Conference,southern
1987,Evansville,Midwestern Collegiate Conference,mw_coll
1987,F Dickinson,Eastern Collegiate Athletic Conference Metro,ecacm
1987,Fairfield,Metro Atlantic Athletic Conference,maac
1987,Florida,Southeastern Conference,sec
1987,Florida A&M,Mid-Eastern Athletic Conference,meac
1987,Florida St,Metropolitan Collegiate Athletic Conference,metro
1987,Fordham,Metro Atlantic Athletic Conference,maac
1987,Fresno St,Pacific Coast Athletic Association,pcaa
1987,Furman,Southern Conference,southern
1987,G Washington,Atlantic 10 Conference,a_ten
1987,Ga Southern,Atlantic Sun Conference,a_sun
1987,George Mason,Coastal Athletic Association,caa
1987,Georgetown,Big East Conference,big_east
1987,Georgia,Southeastern Conference,sec
1987,Georgia St,Atlantic Sun Conference,a_sun
1987,Georgia Tech,Atlantic Coast Conference,acc
1987,Gonzaga,West Coast Conference,wcc
1987,Grambling,Southwest Athletic Conference,swac
1987,Hardin-Simmons,Atlantic Sun Conference,a_sun
1987,Hartford,Eastern Collegiate Athletic Conference North,ecacn
1987,Harvard,Ivy League,ivy
1987,Hawaii,Western Athletic Conference,wac
1987,Hofstra,East Coast Conference,ecc
1987,Holy Cross,Metro Atlantic Athletic Conference,maac
1987,Houston,Southwest Conference,swc
1987,Houston Chr,Atlantic Sun Conference,a_sun
1987,Howard,Mid-Eastern Athletic Conference,meac
1987,Idaho,Big Sky Conference,big_sky
1987,Idaho St,Big Sky Conference,big_sky
1987,IL Chicago,Mid-Continent Conference,mid_cont
1987,Illinois,Big Ten Conference,big_ten
1987,Illinois St,Missouri Valley Conference,mvc
1987,Indiana,Big Ten Conference,big_ten
1987,Indiana St,Missouri Valley Conference,mvc
1987,Iona,Metro Atlantic Athletic Conference,maac
1987,Iowa,Big Ten Conference,big_ten
1987,Iowa St,Big Eight Conference,big_eight
1987,Jackson St,Southwest Athletic Conference,swac
1987,Jacksonville,Sun Belt Conference,sun_belt
1987,James Madison,Coastal Athletic Association,caa
1987,Kansas,Big Eight Conference,big_eight
1987,Kansas St,Big Eight Conference,big_eight
1987,Kent,Mid-American Conference,mac
1987,Kentucky,Southeastern Conference,sec
1987,La Salle,Metro Atlantic Athletic Conference,maac
1987,Lafayette,East Coast Conference,ecc
1987,Lamar,Southland Conference,southland
1987,Lehigh,East Coast Conference,ecc
1987,Long Beach St,Pacific Coast Athletic Association,pcaa
1987,LIU Brooklyn,Eastern Collegiate Athletic Conference Metro,ecacm
1987,Louisiana Tech,Southland Conference,southland
1987,Louisville,Metropolitan Collegiate Athletic Conference,metro
1987,Loy Marymount,West Coast Conference,wcc
1987,Loyola MD,Eastern Collegiate Athletic Conference Metro,ecacm
1987,Loyola-Chicago,Midwestern Collegiate Conference,mw_coll
1987,LSU,Southeastern Conference,sec
1987,Maine,Eastern Collegiate Athletic Conference North,ecacn
1987,Manhattan,Metro Atlantic Athletic Conference,maac
1987,Marist,Eastern Collegiate Athletic Conference Metro,ecacm
1987,Marquette,Independent,ind
1987,Marshall,Southern Conference,southern
1987,Maryland,Atlantic Coast Conference,acc
1987,Massachusetts,Atlantic 10 Conference,a_ten
1987,McNeese St,Southland Conference,southland
1987,MD E Shore,Mid-Eastern Athletic Conference,meac
1987,Memphis,Metropolitan Collegiate Athletic Conference,metro
1987,Mercer,Atlantic Sun Conference,a_sun
1987,Miami FL,Independent,ind
1987,Miami OH,Mid-American Conference,mac
1987,Michigan,Big Ten Conference,big_ten
1987,Michigan St,Big Ten Conference,big_ten
1987,Minnesota,Big Ten Conference,big_ten
1987,Mississippi,Southeastern Conference,sec
1987,Mississippi St,Southeastern Conference,sec
1987,Missouri,Big Eight Conference,big_eight
1987,Missouri St,Mid-Continent Conference,mid_cont
1987,Monmouth NJ,Eastern Collegiate Athletic Conference Metro,ecacm
1987,Montana,Big Sky Conference,big_sky
1987,Montana St,Big Sky Conference,big_sky
1987,Morehead St,Ohio Valley Conference,ovc
1987,Morgan St,Mid-Eastern Athletic Conference,meac
1987,MS Valley St,Southwest Athletic Conference,swac
1987,MTSU,Ohio Valley Conference,ovc
1987,Murray St,Ohio Valley Conference,ovc
1987,N Illinois,Independent,ind
1987,Navy,Coastal Athletic Association,caa
1987,NC A&T,Mid-Eastern Athletic Conference,meac
1987,NC State,Atlantic Coast Conference,acc
1987,Nebraska,Big Eight Conference,big_eight
1987,Nevada,Big Sky Conference,big_sky
1987,New Hampshire,Eastern Collegiate Athletic Conference North,ecacn
1987,New Mexico,Western Athletic Conference,wac
1987,New Mexico St,Pacific Coast Athletic Association,pcaa
1987,New Orleans,Independent,ind
1987,Niagara,Eastern Collegiate Athletic Conference North,ecacn
1987,Nicholls St,Gulf Star Conference,gsc
1987,North Carolina,Atlantic Coast Conference,acc
1987,North Texas,Southland Conference,southland
1987,Northeastern,Eastern Collegiate Athletic Conference North,ecacn
1987,Northern Arizona,Big Sky Conference,big_sky
1987,Northern Iowa,Mid-Continent Conference,mid_cont
1987,Northwestern,Big Ten Conference,big_ten
1987,Northwestern LA,Gulf Star Conference,gsc
1987,Notre Dame,Independent,ind
1987,Ohio,Mid-American Conference,mac
1987,Ohio St,Big Ten Conference,big_ten
1987,Oklahoma,Big Eight Conference,big_eight
1987,Oklahoma St,Big Eight Conference,big_eight
1987,Old Dominion,Sun Belt Conference,sun_belt
1987,Oral Roberts,Midwestern Collegiate Conference,mw_coll
1987,Oregon,Pacific-10 Conference,pac_ten
1987,Oregon St,Pacific-10 Conference,pac_ten
1987,Pacific,Pacific Coast Athletic Association,pcaa
1987,Penn,Ivy League,ivy
1987,Penn St,Atlantic 10 Conference,a_ten
1987,Pepperdine,West Coast Conference,wcc
1987,Pittsburgh,Big East Conference,big_east
1987,Portland,West Coast Conference,wcc
1987,Prairie View,Southwest Athletic Conference,swac
1987,Princeton,Ivy League,ivy
1987,Providence,Big East Conference,big_east
1987,Purdue,Big Ten Conference,big_ten
1987,Radford,Big South Conference,big_south
1987,Rhode Island,Atlantic 10 Conference,a_ten
1987,Rice,Southwest Conference,swc
1987,Richmond,Coastal Athletic Association,caa
1987,Rider,East Coast Conference,ecc
1987,Robert Morris,Eastern Collegiate Athletic Conference Metro,ecacm
1987,Rutgers,Atlantic 10 Conference,a_ten
1987,S Carolina St,Mid-Eastern Athletic Conference,meac
1987,S Illinois,Missouri Valley Conference,mvc
1987,Sam Houston St,Gulf Star Conference,gsc
1987,Samford,Atlantic Sun Conference,a_sun
1987,San Diego,West Coast Conference,wcc
1987,San Diego St,Western Athletic Conference,wac
1987,San Francisco,West Coast Conference,wcc
1987,San Jose St,Pacific Coast Athletic Association,pcaa
1987,UC Santa Barbara,Pacific Coast Athletic Association,pcaa
1987,Santa Clara,West Coast Conference,wcc
1987,SE Louisiana,Gulf Star Conference,gsc
1987,Seton Hall,Big East Conference,big_east
1987,SF Austin,Gulf Star Conference,gsc
1987,Siena,Eastern Collegiate Athletic Conference North,ecacn
1987,SMU,Southwest Conference,swc
1987,South Alabama,Sun Belt Conference,sun_belt
1987,South Carolina,Metropolitan Collegiate Athletic Conference,metro
1987,South Florida,Sun Belt Conference,sun_belt
1987,Southern Miss,Metropolitan Collegiate Athletic Conference,metro
1987,Southern Univ,Southwest Athletic Conference,swac
1987,St Bonaventure,Atlantic 10 Conference,a_ten
1987,St Francis NY,Eastern Collegiate Athletic Conference Metro,ecacm
1987,St Francis PA,Eastern Collegiate Athletic Conference Metro,ecacm
1987,St John's,Big East Conference,big_east
1987,St Joseph's PA,Atlantic 10 Conference,a_ten
1987,St Louis,Midwestern Collegiate Conference,mw_coll
1987,St Mary's CA,West Coast Conference,wcc
1987,St Peter's,Metro Atlantic Athletic Conference,maac
1987,Stanford,Pacific-10 Conference,pac_ten
1987,Stetson,Atlantic Sun Conference,a_sun
1987,Syracuse,Big East Conference,big_east
1987,TCU,Southwest Conference,swc
1987,Temple,Atlantic 10 Conference,a_ten
1987,Tennessee,Southeastern Conference,sec
1987,Tennessee St,Ohio Valley Conference,ovc
1987,Tennessee Tech,Ohio Valley Conference,ovc
1987,Texas,Southwest Conference,swc
1987,Texas A&M,Southwest Conference,swc
1987,Texas St,Gulf Star Conference,gsc
1987,Texas Tech,Southwest Conference,swc
1987,Toledo,Mid-American Conference,mac
1987,Towson,East Coast Conference,ecc
1987,Tulsa,Missouri Valley Conference,mvc
1987,UTRGV,Independent,ind
1987,TX Southern,Southwest Athletic Conference,swac
1987,UAB,Sun Belt Conference,sun_belt
1987,UC Irvine,Pacific Coast Athletic Association,pcaa
1987,UCF,Independent,ind
1987,UCLA,Pacific-10 Conference,pac_ten
1987,Louisiana,Independent,ind
1987,ULM,Southland Conference,southland
1987,UMBC,Independent,ind
1987,UNC Asheville,Big South Conference,big_south
1987,UNC Wilmington,Coastal Athletic Association,caa
1987,UNLV,Pacific Coast Athletic Association,pcaa
1987,USC,Pacific-10 Conference,pac_ten
1987,UT Arlington,Southland Conference,southland
1987,UT San Antonio,Atlantic Sun Conference,a_sun
1987,Utah,Western Athletic Conference,wac
1987,Utah St,Pacific Coast Athletic Association,pcaa
1987,UTEP,Western Athletic Conference,wac
1987,Utica,Independent,ind
1987,VCU,Sun Belt Conference,sun_belt
1987,Valparaiso,Mid-Continent Conference,mid_cont
1987,Vanderbilt,Southeastern Conference,sec
1987,Vermont,Eastern Collegiate Athletic Conference North,ecacn
1987,Villanova,Big East Conference,big_east
1987,Virginia,Atlantic Coast Conference,acc
1987,Virginia Tech,Metropolitan Collegiate Athletic Conference,metro
1987,VMI,Southern Conference,southern
1987,W Carolina,Southern Conference,southern
1987,W Illinois,Mid-Continent Conference,mid_cont
1987,WKU,Sun Belt Conference,sun_belt
1987,W Michigan,Mid-American Conference,mac
1987,Wagner,Eastern Collegiate Athletic Conference Metro,ecacm
1987,Wake Forest,Atlantic Coast Conference,acc
1987,Washington,Pacific-10 Conference,pac_ten
1987,Washington St,Pacific-10 Conference,pac_ten
1987,Weber St,Big Sky Conference,big_sky
1987,West Virginia,Atlantic 10 Conference,a_ten
1987,WI Green Bay,Mid-Continent Conference,mid_cont
1987,Wichita St,Missouri Valley Conference,mvc
1987,William & Mary,Coastal Athletic Association,caa
1987,Winthrop,Big South Conference,big_south
1987,Wisconsin,Big Ten Conference,big_ten
1987,Wyoming,Western Athletic Conference,wac
1987,Xavier,Midwestern Collegiate Conference,mw_coll
1987,Yale,Ivy League,ivy
1987,Youngstown St,Ohio Valley Conference,ovc
1988,Air Force,Western Athletic Conference,wac
1988,Akron,Independent,ind
1988,Alabama,Southeastern Conference,sec
1988,Alabama St,Southwest Athletic Conference,swac
1988,Alcorn St,Southwest Athletic Conference,swac
1988,Alliant Intl,Independent,ind
1988,American Univ,Coastal Athletic Association,caa
1988,Appalachian St,Southern Conference,southern
1988,Arizona,Pacific-10 Conference,pac_ten
1988,Arizona St,Pacific-10 Conference,pac_ten
1988,Ark Little Rock,Atlantic Sun Conference,a_sun
1988,Arkansas,Southwest Conference,swc
1988,Arkansas St,American South Conference,asc
1988,Army,Metro Atlantic Athletic Conference,maac
1988,Auburn,Southeastern Conference,sec
1988,Augusta,Big South Conference,big_south
1988,Austin Peay,Ohio Valley Conference,ovc
1988,Ball St,Mid-American Conference,mac
1988,Baylor,Southwest Conference,swc
1988,Bethune-Cookman,Mid-Eastern Athletic Conference,meac
1988,Boise St,Big Sky Conference,big_sky
1988,Boston College,Big East Conference,big_east
1988,Boston Univ,Eastern Collegiate Athletic Conference North,ecacn
1988,Bowling Green,Mid-American Conference,mac
1988,Bradley,Missouri Valley Conference,mvc
1988,Brooklyn,Independent,ind
1988,Brown,Ivy League,ivy
1988,Bucknell,East Coast Conference,ecc
1988,Butler,Midwestern Collegiate Conference,mw_coll
1988,BYU,Western Athletic Conference,wac
1988,C Michigan,Mid-American Conference,mac
1988,California,Pacific-10 Conference,pac_ten
1988,Campbell,Big South Conference,big_south
1988,Canisius,Eastern Collegiate Athletic Conference North,ecacn
1988,Centenary,Atlantic Sun Conference,a_sun
1988,Central Conn,Independent,ind
1988,Charleston So,Big South Conference,big_south
1988,Charlotte,Sun Belt Conference,sun_belt
1988,Chattanooga,Southern Conference,southern
1988,Chicago St,Independent,ind
1988,Cincinnati,Metropolitan Collegiate Athletic Conference,metro
1988,Citadel,Southern Conference,southern
1988,Clemson,Atlantic Coast Conference,acc
1988,Cleveland St,Mid-Continent Conference,mid_cont
1988,Coastal Car,Big South Conference,big_south
1988,Colgate,Eastern Collegiate Athletic Conference North,ecacn
1988,Colorado,Big Eight Conference,big_eight
1988,Colorado St,Western Athletic Conference,wac
1988,Columbia,Ivy League,ivy
1988,Connecticut,Big East Conference,big_east
1988,Coppin St,Mid-Eastern Athletic Conference,meac
1988,Cornell,Ivy League,ivy
1988,Creighton,Missouri Valley Conference,mvc
1988,CS Fullerton,Pacific Coast Athletic Association,pcaa
1988,Dartmouth,Ivy League,ivy
1988,Davidson,Southern Conference,southern
1988,Dayton,Independent,ind
1988,Delaware,East Coast Conference,ecc
1988,Delaware St,Mid-Eastern Athletic Conference,meac
1988,DePaul,Independent,ind
1988,Detroit,Midwestern Collegiate Conference,mw_coll
1988,Drake,Missouri Valley Conference,mvc
1988,Drexel,East Coast Conference,ecc
1988,Duke,Atlantic Coast Conference,acc
1988,Duquesne,Atlantic 10 Conference,a_ten
1988,E Illinois,Mid-Continent Conference,mid_cont
1988,E Kentucky,Ohio Valley Conference,ovc
1988,E Michigan,Mid-American Conference,mac
1988,E Washington,Big Sky Conference,big_sky
1988,East Carolina,Coastal Athletic Association,caa
1988,ETSU,Southern Conference,southern
1988,Evansville,Midwestern Collegiate Conference,mw_coll
1988,F Dickinson,Eastern Collegiate Athletic Conference Metro,ecacm
1988,Fairfield,Metro Atlantic Athletic Conference,maac
1988,Florida,Southeastern Conference,sec
1988,Florida A&M,Mid-Eastern Athletic Conference,meac
1988,Florida Intl,Independent,ind
1988,Florida St,Metropolitan Collegiate Athletic Conference,metro
1988,Fordham,Metro Atlantic Athletic Conference,maac
1988,Fresno St,Pacific Coast Athletic Association,pcaa
1988,Furman,Southern Conference,southern
1988,G Washington,Atlantic 10 Conference,a_ten
1988,Ga Southern,Atlantic Sun Conference,a_sun
1988,George Mason,Coastal Athletic Association,caa
1988,Georgetown,Big East Conference,big_east
1988,Georgia,Southeastern Conference,sec
1988,Georgia St,Atlantic Sun Conference,a_sun
1988,Georgia Tech,Atlantic Coast Conference,acc
1988,Gonzaga,West Coast Conference,wcc
1988,Grambling,Southwest Athletic Conference,swac
1988,Hardin-Simmons,Atlantic Sun Conference,a_sun
1988,Hartford,Eastern Collegiate Athletic Conference North,ecacn
1988,Harvard,Ivy League,ivy
1988,Hawaii,Western Athletic Conference,wac
1988,Hofstra,East Coast Conference,ecc
1988,Holy Cross,Metro Atlantic Athletic Conference,maac
1988,Houston,Southwest Conference,swc
1988,Houston Chr,Atlantic Sun Conference,a_sun
1988,Howard,Mid-Eastern Athletic Conference,meac
1988,Idaho,Big Sky Conference,big_sky
1988,Idaho St,Big Sky Conference,big_sky
1988,IL Chicago,Mid-Continent Conference,mid_cont
1988,Illinois,Big Ten Conference,big_ten
1988,Illinois St,Missouri Valley Conference,mvc
1988,Indiana,Big Ten Conference,big_ten
1988,Indiana St,Missouri Valley Conference,mvc
1988,Iona,Metro Atlantic Athletic Conference,maac
1988,Iowa,Big Ten Conference,big_ten
1988,Iowa St,Big Eight Conference,big_eight
1988,Jackson St,Southwest Athletic Conference,swac
1988,Jacksonville,Sun Belt Conference,sun_belt
1988,James Madison,Coastal Athletic Association,caa
1988,Kansas,Big Eight Conference,big_eight
1988,Kansas St,Big Eight Conference,big_eight
1988,Kent,Mid-American Conference,mac
1988,Kentucky,Southeastern Conference,sec
1988,La Salle,Metro Atlantic Athletic Conference,maac
1988,Lafayette,East Coast Conference,ecc
1988,Lamar,American South Conference,asc
